bucket,hand_id,decision_idx,verb_abs_pos,rel_pos,abs_pos,projection,token
clean_check_or_call,60fe9303,8,325,-5,320,-2.6295,JSON
clean_check_or_call,60fe9303,8,325,-2,323,15.0729,action
clean_check_or_call,60fe9303,8,325,-1,324,15.3940,""":"
clean_check_or_call,60fe9303,8,325,0,325,17.1599," """
clean_check_or_call,60fe9303,8,325,1,326,13.1076,CHECK
clean_check_or_call,60fe9303,8,325,2,327,10.7435,_OR
clean_check_or_call,4a1a54b9,1,289,-200,89,11.9497, flop
clean_check_or_call,4a1a54b9,1,289,-100,189,8.1454,onent
clean_check_or_call,4a1a54b9,1,289,-50,239,10.6436, call
clean_check_or_call,4a1a54b9,1,289,-20,269,15.4856, to
clean_check_or_call,4a1a54b9,1,289,-10,279,24.8503, to
clean_check_or_call,4a1a54b9,1,289,-5,284,-2.2562,JSON
clean_check_or_call,4a1a54b9,1,289,-2,287,15.7426,action
clean_check_or_call,4a1a54b9,1,289,-1,288,19.5670,""":"
clean_check_or_call,4a1a54b9,1,289,0,289,26.5212," """
clean_check_or_call,4a1a54b9,1,289,1,290,12.2803,CHECK
clean_check_or_call,4a1a54b9,1,289,2,291,13.3916,_OR
clean_check_or_call,4a1a54b9,2,310,-300,10,7.5593,ze
clean_check_or_call,4a1a54b9,2,310,-200,110,1.8767,JSON
clean_check_or_call,4a1a54b9,2,310,-100,210,3.5605, reasoning
clean_check_or_call,4a1a54b9,2,310,-50,260,12.2666, 
clean_check_or_call,4a1a54b9,2,310,-20,290,15.0818, have
clean_check_or_call,4a1a54b9,2,310,-10,300,22.1406, to
clean_check_or_call,4a1a54b9,2,310,-5,305,-2.0563,JSON
clean_check_or_call,4a1a54b9,2,310,-2,308,19.8497,action
clean_check_or_call,4a1a54b9,2,310,-1,309,18.2613,""":"
clean_check_or_call,4a1a54b9,2,310,0,310,25.3340," """
clean_check_or_call,4a1a54b9,2,310,1,311,14.4293,CHECK
clean_check_or_call,4a1a54b9,2,310,2,312,13.9240,_OR
clean_check_or_call,d4b66862,1,288,-200,88,9.4017, the
clean_check_or_call,d4b66862,1,288,-100,188,-0.1836, Opp
clean_check_or_call,d4b66862,1,288,-50,238,10.5552, to
clean_check_or_call,d4b66862,1,288,-20,268,26.7037, Checking
clean_check_or_call,d4b66862,1,288,-10,278,7.2531, without
clean_check_or_call,d4b66862,1,288,-5,283,-2.4250,JSON
clean_check_or_call,d4b66862,1,288,-2,286,16.2303,action
clean_check_or_call,d4b66862,1,288,-1,287,19.3533,""":"
clean_check_or_call,d4b66862,1,288,0,288,27.7651," """
clean_check_or_call,d4b66862,1,288,1,289,12.8944,CHECK
clean_check_or_call,d4b66862,1,288,2,290,13.4284,_OR
clean_check_or_call,864fd43a,1,287,-200,87,13.1030, bet
clean_check_or_call,864fd43a,1,287,-100,187,8.1849, 
clean_check_or_call,864fd43a,1,287,-50,237,15.8592, bet
clean_check_or_call,864fd43a,1,287,-20,267,9.5195, enough
clean_check_or_call,864fd43a,1,287,-10,277,20.1967, to
clean_check_or_call,864fd43a,1,287,-5,282,-2.2550,JSON
clean_check_or_call,864fd43a,1,287,-2,285,14.9716,action
clean_check_or_call,864fd43a,1,287,-1,286,17.9142,""":"
clean_check_or_call,864fd43a,1,287,0,287,24.8846," """
clean_check_or_call,864fd43a,1,287,1,288,12.3342,CHECK
clean_check_or_call,864fd43a,1,287,2,289,13.0169,_OR
clean_check_or_call,864fd43a,2,323,-300,23,7.7496, write
clean_check_or_call,864fd43a,2,323,-200,123,3.5056,"
"
clean_check_or_call,864fd43a,2,323,-100,223,3.5714,ICE
clean_check_or_call,864fd43a,2,323,-50,273,6.1052,s
clean_check_or_call,864fd43a,2,323,-20,303,9.2333, or
clean_check_or_call,864fd43a,2,323,-10,313,20.2055, the
clean_check_or_call,864fd43a,2,323,-5,318,-1.6568,JSON
clean_check_or_call,864fd43a,2,323,-2,321,18.3212,action
clean_check_or_call,864fd43a,2,323,-1,322,19.6882,""":"
clean_check_or_call,864fd43a,2,323,0,323,27.2513," """
clean_check_or_call,864fd43a,2,323,1,324,15.0341,CHECK
clean_check_or_call,864fd43a,2,323,2,325,14.0629,_OR
clean_check_or_call,e73d1523,3,328,-300,28,3.4341, followed
clean_check_or_call,e73d1523,3,328,-200,128,3.5051,-
clean_check_or_call,e73d1523,3,328,-100,228,6.5687,action
clean_check_or_call,e73d1523,3,328,-50,278,11.0949, I
clean_check_or_call,e73d1523,3,328,-20,308,5.7972,","
clean_check_or_call,e73d1523,3,328,-10,318,4.8735, see
clean_check_or_call,e73d1523,3,328,-5,323,-2.2113,JSON
clean_check_or_call,e73d1523,3,328,-2,326,17.0481,action
clean_check_or_call,e73d1523,3,328,-1,327,20.7378,""":"
clean_check_or_call,e73d1523,3,328,0,328,22.8729," """
clean_check_or_call,e73d1523,3,328,1,329,14.8870,CHECK
clean_check_or_call,e73d1523,3,328,2,330,12.2175,_OR
clean_check_or_call,e73d1523,4,351,-300,51,4.6414,".
"
clean_check_or_call,e73d1523,4,351,-200,151,5.6128, Pot
clean_check_or_call,e73d1523,4,351,-100,251,-2.7351,"

"
clean_check_or_call,e73d1523,4,351,-50,301,5.5210, raised
clean_check_or_call,e73d1523,4,351,-20,331,6.8211, enough
clean_check_or_call,e73d1523,4,351,-10,341,17.8637, the
clean_check_or_call,e73d1523,4,351,-5,346,-3.2483,JSON
clean_check_or_call,e73d1523,4,351,-2,349,14.8419,action
clean_check_or_call,e73d1523,4,351,-1,350,18.3925,""":"
clean_check_or_call,e73d1523,4,351,0,351,25.6253," """
clean_check_or_call,e73d1523,4,351,1,352,13.3073,CHECK
clean_check_or_call,e73d1523,4,351,2,353,10.4868,_OR
clean_check_or_call,e73d1523,6,356,-300,56,6.5762,""":"
clean_check_or_call,e73d1523,6,356,-200,156,7.8772, 
clean_check_or_call,e73d1523,6,356,-100,256,-2.3729,RE
clean_check_or_call,e73d1523,6,356,-50,306,9.1078, but
clean_check_or_call,e73d1523,6,356,-20,336,8.0863, not
clean_check_or_call,e73d1523,6,356,-10,346,22.6970, to
clean_check_or_call,e73d1523,6,356,-5,351,-1.9906,JSON
clean_check_or_call,e73d1523,6,356,-2,354,18.1016,action
clean_check_or_call,e73d1523,6,356,-1,355,24.7709,""":"
clean_check_or_call,e73d1523,6,356,0,356,29.5282," """
clean_check_or_call,e73d1523,6,356,1,357,14.9470,CHECK
clean_check_or_call,e73d1523,6,356,2,358,13.0945,_OR
clean_check_or_call,e73d1523,8,365,-300,65,13.2092,_CALL
clean_check_or_call,e73d1523,8,365,-200,165,9.1823,-
clean_check_or_call,e73d1523,8,365,-100,265,2.1518,7
clean_check_or_call,e73d1523,8,365,-50,315,7.5610,4
clean_check_or_call,e73d1523,8,365,-20,345,17.2045, call
clean_check_or_call,e73d1523,8,365,-10,355,4.7078, opponent
clean_check_or_call,e73d1523,8,365,-5,360,-2.1698,JSON
clean_check_or_call,e73d1523,8,365,-2,363,19.0119,action
clean_check_or_call,e73d1523,8,365,-1,364,21.7333,""":"
clean_check_or_call,e73d1523,8,365,0,365,24.4795," """
clean_check_or_call,e73d1523,8,365,1,366,14.7630,CHECK
clean_check_or_call,e73d1523,8,365,2,367,11.8669,_OR
clean_check_or_call,611d756f,1,294,-200,94,5.5643, hand
clean_check_or_call,611d756f,1,294,-100,194,8.0620,")

"
clean_check_or_call,611d756f,1,294,-50,244,25.7465, check
clean_check_or_call,611d756f,1,294,-20,274,14.5048, to
clean_check_or_call,611d756f,1,294,-10,284,20.9538, to
clean_check_or_call,611d756f,1,294,-5,289,-2.3806,JSON
clean_check_or_call,611d756f,1,294,-2,292,15.3873,action
clean_check_or_call,611d756f,1,294,-1,293,18.5915,""":"
clean_check_or_call,611d756f,1,294,0,294,26.9075," """
clean_check_or_call,611d756f,1,294,1,295,11.7422,CHECK
clean_check_or_call,611d756f,1,294,2,296,13.0892,_OR
clean_check_or_call,bcd488cc,1,285,-200,85,5.1119,lop
clean_check_or_call,bcd488cc,1,285,-100,185,10.8506,":
"
clean_check_or_call,bcd488cc,1,285,-50,235,11.1037, no
clean_check_or_call,bcd488cc,1,285,-20,265,26.3572, Checking
clean_check_or_call,bcd488cc,1,285,-10,275,7.1592, without
clean_check_or_call,bcd488cc,1,285,-5,280,-2.1872,JSON
clean_check_or_call,bcd488cc,1,285,-2,283,16.2768,action
clean_check_or_call,bcd488cc,1,285,-1,284,19.6506,""":"
clean_check_or_call,bcd488cc,1,285,0,285,27.1066," """
clean_check_or_call,bcd488cc,1,285,1,286,13.0927,CHECK
clean_check_or_call,bcd488cc,1,285,2,287,13.2344,_OR
clean_check_or_call,6a8aea09,1,290,-200,90,7.3254,","
clean_check_or_call,6a8aea09,1,290,-100,190,9.4644,:
clean_check_or_call,6a8aea09,1,290,-50,240,27.9298,","
clean_check_or_call,6a8aea09,1,290,-20,270,12.0318, see
clean_check_or_call,6a8aea09,1,290,-10,280,19.8971, option
clean_check_or_call,6a8aea09,1,290,-5,285,-2.0659,JSON
clean_check_or_call,6a8aea09,1,290,-2,288,16.3560,action
clean_check_or_call,6a8aea09,1,290,-1,289,18.6337,""":"
clean_check_or_call,6a8aea09,1,290,0,290,25.4046," """
clean_check_or_call,6a8aea09,1,290,1,291,12.4621,CHECK
clean_check_or_call,6a8aea09,1,290,2,292,13.8902,_OR
clean_check_or_call,6a8aea09,2,310,-300,10,7.5593,ze
clean_check_or_call,6a8aea09,2,310,-200,110,1.8767,JSON
clean_check_or_call,6a8aea09,2,310,-100,210,3.1533, then
clean_check_or_call,6a8aea09,2,310,-50,260,9.3156,d
clean_check_or_call,6a8aea09,2,310,-20,290,14.9394, decent
clean_check_or_call,6a8aea09,2,310,-10,300,19.6419, to
clean_check_or_call,6a8aea09,2,310,-5,305,-1.4131,JSON
clean_check_or_call,6a8aea09,2,310,-2,308,17.9140,action
clean_check_or_call,6a8aea09,2,310,-1,309,21.4655,""":"
clean_check_or_call,6a8aea09,2,310,0,310,29.8936," """
clean_check_or_call,6a8aea09,2,310,1,311,14.0196,CHECK
clean_check_or_call,6a8aea09,2,310,2,312,15.4034,_OR
clean_legal_fold,11cc20a7,9,335,-300,35,9.7492,4
clean_legal_fold,11cc20a7,9,335,-200,135,8.9684, Th
clean_legal_fold,11cc20a7,9,335,-100,235,-1.4324, your
clean_legal_fold,11cc20a7,9,335,-50,285,10.1217, Th
clean_legal_fold,11cc20a7,9,335,-20,315,6.9325, or
clean_legal_fold,11cc20a7,9,335,-10,325,-2.5732, avoid
clean_legal_fold,11cc20a7,9,335,-5,330,-4.5244,JSON
clean_legal_fold,11cc20a7,9,335,-2,333,-14.0391,action
clean_legal_fold,11cc20a7,9,335,-1,334,-13.9480,""":"
clean_legal_fold,11cc20a7,9,335,0,335,-27.0076," """
clean_legal_fold,11cc20a7,9,335,1,336,-20.9689,F
clean_legal_fold,11cc20a7,9,335,2,337,-12.3122,OLD
clean_legal_fold,b3200c86,8,354,-300,54,3.1973," {"""
clean_legal_fold,b3200c86,8,354,-200,154,8.3020,:
clean_legal_fold,b3200c86,8,354,-100,254,2.8111,</think>
clean_legal_fold,b3200c86,8,354,-50,304,6.8059, on
clean_legal_fold,b3200c86,8,354,-20,334,8.9837,","
clean_legal_fold,b3200c86,8,354,-10,344,-3.6639, the
clean_legal_fold,b3200c86,8,354,-5,349,-4.2494,JSON
clean_legal_fold,b3200c86,8,354,-2,352,-10.7219,action
clean_legal_fold,b3200c86,8,354,-1,353,-8.8631,""":"
clean_legal_fold,b3200c86,8,354,0,354,-16.1997," """
clean_legal_fold,b3200c86,8,354,1,355,-10.7585,F
clean_legal_fold,b3200c86,8,354,2,356,-11.8187,OLD
clean_legal_fold,e668c466,13,357,-300,57,5.3299," """
clean_legal_fold,e668c466,13,357,-200,157,3.7277,4
clean_legal_fold,e668c466,13,357,-100,257,4.4197, as
clean_legal_fold,e668c466,13,357,-50,307,12.2554, The
clean_legal_fold,e668c466,13,357,-20,337,11.8150,'s
clean_legal_fold,e668c466,13,357,-10,347,-4.3878, avoid
clean_legal_fold,e668c466,13,357,-5,352,-4.2979,JSON
clean_legal_fold,e668c466,13,357,-2,355,-12.7304,action
clean_legal_fold,e668c466,13,357,-1,356,-12.1976,""":"
clean_legal_fold,e668c466,13,357,0,357,-23.1796," """
clean_legal_fold,e668c466,13,357,1,358,-19.4920,F
clean_legal_fold,e668c466,13,357,2,359,-11.8726,OLD
clean_legal_fold,1c45d4ea,7,363,-300,63,15.5369,CHECK
clean_legal_fold,1c45d4ea,7,363,-200,163,9.0756, to
clean_legal_fold,1c45d4ea,7,363,-100,263,6.0218,""":"
clean_legal_fold,1c45d4ea,7,363,-50,313,4.7840, someone
clean_legal_fold,1c45d4ea,7,363,-20,343,9.4164,'s
clean_legal_fold,1c45d4ea,7,363,-10,353,-5.4144, avoid
clean_legal_fold,1c45d4ea,7,363,-5,358,-4.4978,JSON
clean_legal_fold,1c45d4ea,7,363,-2,361,-13.2294,action
clean_legal_fold,1c45d4ea,7,363,-1,362,-11.8012,""":"
clean_legal_fold,1c45d4ea,7,363,0,363,-23.7094," """
clean_legal_fold,1c45d4ea,7,363,1,364,-18.3661,F
clean_legal_fold,1c45d4ea,7,363,2,365,-12.5788,OLD
clean_legal_fold,c90b78c7,9,347,-300,47,3.1626, on
clean_legal_fold,c90b78c7,9,347,-200,147,7.8908, Kh
clean_legal_fold,c90b78c7,9,347,-100,247,0.9592,"""}"
clean_legal_fold,c90b78c7,9,347,-50,297,18.1225, and
clean_legal_fold,c90b78c7,9,347,-20,327,8.1224, opponent
clean_legal_fold,c90b78c7,9,347,-10,337,-3.9469, to
clean_legal_fold,c90b78c7,9,347,-5,342,-4.6207,JSON
clean_legal_fold,c90b78c7,9,347,-2,345,-12.3124,action
clean_legal_fold,c90b78c7,9,347,-1,346,-12.0062,""":"
clean_legal_fold,c90b78c7,9,347,0,347,-22.2756," """
clean_legal_fold,c90b78c7,9,347,1,348,-18.2046,F
clean_legal_fold,c90b78c7,9,347,2,349,-12.4339,OLD
clean_legal_fold,f89bb23b,3,300,-300,0,1287.3883,<|im_start|>
clean_legal_fold,f89bb23b,3,300,-200,100,7.7333, with
clean_legal_fold,f89bb23b,3,300,-100,200,15.6465,:
clean_legal_fold,f89bb23b,3,300,-50,250,3.5720, raised
clean_legal_fold,f89bb23b,3,300,-20,280,24.7036, a
clean_legal_fold,f89bb23b,3,300,-10,290,-5.3042, to
clean_legal_fold,f89bb23b,3,300,-5,295,-4.3537,JSON
clean_legal_fold,f89bb23b,3,300,-2,298,-12.5208,action
clean_legal_fold,f89bb23b,3,300,-1,299,-11.0330,""":"
clean_legal_fold,f89bb23b,3,300,0,300,-22.8463," """
clean_legal_fold,f89bb23b,3,300,1,301,-19.4697,F
clean_legal_fold,f89bb23b,3,300,2,302,-11.6976,OLD
clean_legal_fold,4f0efb39,4,336,-300,36,12.6532, sentences
clean_legal_fold,4f0efb39,4,336,-200,136,6.8694,s
clean_legal_fold,4f0efb39,4,336,-100,236,0.5755," """
clean_legal_fold,4f0efb39,4,336,-50,286,12.3176, no
clean_legal_fold,4f0efb39,4,336,-20,316,10.0726, hand
clean_legal_fold,4f0efb39,4,336,-10,326,-7.4311, to
clean_legal_fold,4f0efb39,4,336,-5,331,-4.1533,JSON
clean_legal_fold,4f0efb39,4,336,-2,334,-12.9916,action
clean_legal_fold,4f0efb39,4,336,-1,335,-11.3567,""":"
clean_legal_fold,4f0efb39,4,336,0,336,-23.9047," """
clean_legal_fold,4f0efb39,4,336,1,337,-19.6041,F
clean_legal_fold,4f0efb39,4,336,2,338,-11.5390,OLD
clean_legal_fold,e70ecc70,9,361,-300,61,3.4170, |
clean_legal_fold,e70ecc70,9,361,-200,161,6.1986,"
"
clean_legal_fold,e70ecc70,9,361,-100,261,1.6811,ASON
clean_legal_fold,e70ecc70,9,361,-50,311,2.6157, the
clean_legal_fold,e70ecc70,9,361,-20,341,12.6233, draw
clean_legal_fold,e70ecc70,9,361,-10,351,-4.0522, the
clean_legal_fold,e70ecc70,9,361,-5,356,-4.2653,JSON
clean_legal_fold,e70ecc70,9,361,-2,359,-10.6540,action
clean_legal_fold,e70ecc70,9,361,-1,360,-9.4700,""":"
clean_legal_fold,e70ecc70,9,361,0,361,-19.1818," """
clean_legal_fold,e70ecc70,9,361,1,362,-13.3144,F
clean_legal_fold,e70ecc70,9,361,2,363,-12.0613,OLD
clean_legal_fold,c6562698,10,365,-300,65,13.2092,_CALL
clean_legal_fold,c6562698,10,365,-200,165,13.6709,:
clean_legal_fold,c6562698,10,365,-100,265,11.3836, 
clean_legal_fold,c6562698,10,365,-50,315,5.3690, has
clean_legal_fold,c6562698,10,365,-20,345,-0.2360, facing
clean_legal_fold,c6562698,10,365,-10,355,-2.7825, to
clean_legal_fold,c6562698,10,365,-5,360,-4.7158,JSON
clean_legal_fold,c6562698,10,365,-2,363,-12.2855,action
clean_legal_fold,c6562698,10,365,-1,364,-9.0128,""":"
clean_legal_fold,c6562698,10,365,0,365,-20.4106," """
clean_legal_fold,c6562698,10,365,1,366,-15.6538,F
clean_legal_fold,c6562698,10,365,2,367,-12.5772,OLD
clean_legal_fold,480983ce,4,326,-300,26,3.7369,ING
clean_legal_fold,480983ce,4,326,-200,126,6.6808, situation
clean_legal_fold,480983ce,4,326,-100,226,-0.6054, Provide
clean_legal_fold,480983ce,4,326,-50,276,12.5936, pair
clean_legal_fold,480983ce,4,326,-20,306,7.8636, opponent
clean_legal_fold,480983ce,4,326,-10,316,-4.1403, avoid
clean_legal_fold,480983ce,4,326,-5,321,-4.3345,JSON
clean_legal_fold,480983ce,4,326,-2,324,-13.4783,action
clean_legal_fold,480983ce,4,326,-1,325,-12.9197,""":"
clean_legal_fold,480983ce,4,326,0,326,-26.2892," """
clean_legal_fold,480983ce,4,326,1,327,-20.6455,F
clean_legal_fold,480983ce,4,326,2,328,-11.7415,OLD
clean_legal_fold,4d3e28cf,4,324,-300,24,1.5928, RE
clean_legal_fold,4d3e28cf,4,324,-200,124,3.6086,Current
clean_legal_fold,4d3e28cf,4,324,-100,224,-0.4786, Provide
clean_legal_fold,4d3e28cf,4,324,-50,274,6.9070,","
clean_legal_fold,4d3e28cf,4,324,-20,304,2.4585, of
clean_legal_fold,4d3e28cf,4,324,-10,314,-4.4891, to
clean_legal_fold,4d3e28cf,4,324,-5,319,-4.3090,JSON
clean_legal_fold,4d3e28cf,4,324,-2,322,-13.8096,action
clean_legal_fold,4d3e28cf,4,324,-1,323,-12.2577,""":"
clean_legal_fold,4d3e28cf,4,324,0,324,-25.1756," """
clean_legal_fold,4d3e28cf,4,324,1,325,-16.6081,F
clean_legal_fold,4d3e28cf,4,324,2,326,-12.0851,OLD
clean_legal_fold,8bbddbbe,4,329,-300,29,5.5746, by
clean_legal_fold,8bbddbbe,4,329,-200,129,1.5570, Your
clean_legal_fold,8bbddbbe,4,329,-100,229,-0.2679, your
clean_legal_fold,8bbddbbe,4,329,-50,279,16.1472, making
clean_legal_fold,8bbddbbe,4,329,-20,309,6.2944, pot
clean_legal_fold,8bbddbbe,4,329,-10,319,-8.6544, is
clean_legal_fold,8bbddbbe,4,329,-5,324,-4.4250,JSON
clean_legal_fold,8bbddbbe,4,329,-2,327,-14.0729,action
clean_legal_fold,8bbddbbe,4,329,-1,328,-13.3749,""":"
clean_legal_fold,8bbddbbe,4,329,0,329,-24.7842," """
clean_legal_fold,8bbddbbe,4,329,1,330,-16.9112,F
clean_legal_fold,8bbddbbe,4,329,2,331,-12.2463,OLD
clean_legal_fold,9725ef71,4,352,-300,52,4.6775,Format
clean_legal_fold,9725ef71,4,352,-200,152,8.2194,:
clean_legal_fold,9725ef71,4,352,-100,252,2.6880,</think>
clean_legal_fold,9725ef71,4,352,-50,302,5.0978, raised
clean_legal_fold,9725ef71,4,352,-20,332,12.6054, with
clean_legal_fold,9725ef71,4,352,-10,342,-6.9479, to
clean_legal_fold,9725ef71,4,352,-5,347,-4.6558,JSON
clean_legal_fold,9725ef71,4,352,-2,350,-11.7099,action
clean_legal_fold,9725ef71,4,352,-1,351,-7.6747,""":"
clean_legal_fold,9725ef71,4,352,0,352,-21.0543," """
clean_legal_fold,9725ef71,4,352,1,353,-16.1598,F
clean_legal_fold,9725ef71,4,352,2,354,-12.0658,OLD
clean_legal_fold,4ea6573a,4,325,-300,25,-1.1165,ASON
clean_legal_fold,4ea6573a,4,325,-200,125,2.7563, poker
clean_legal_fold,4ea6573a,4,325,-100,225,3.8608, reasoning
clean_legal_fold,4ea6573a,4,325,-50,275,13.8213, My
clean_legal_fold,4ea6573a,4,325,-20,305,7.9498, not
clean_legal_fold,4ea6573a,4,325,-10,315,-8.7717, to
clean_legal_fold,4ea6573a,4,325,-5,320,-4.0137,JSON
clean_legal_fold,4ea6573a,4,325,-2,323,-11.3733,action
clean_legal_fold,4ea6573a,4,325,-1,324,-10.3196,""":"
clean_legal_fold,4ea6573a,4,325,0,325,-20.5849," """
clean_legal_fold,4ea6573a,4,325,1,326,-15.1418,F
clean_legal_fold,4ea6573a,4,325,2,327,-10.8656,OLD
clean_legal_fold,c0bac81a,4,338,-300,38,8.5812,Then
clean_legal_fold,c0bac81a,4,338,-200,138,12.4756, Board
clean_legal_fold,c0bac81a,4,338,-100,238,-1.9044," """
clean_legal_fold,c0bac81a,4,338,-50,288,13.0656, pair
clean_legal_fold,c0bac81a,4,338,-20,318,9.3335, and
clean_legal_fold,c0bac81a,4,338,-10,328,-3.6541, avoid
clean_legal_fold,c0bac81a,4,338,-5,333,-4.2469,JSON
clean_legal_fold,c0bac81a,4,338,-2,336,-14.5049,action
clean_legal_fold,c0bac81a,4,338,-1,337,-11.0748,""":"
clean_legal_fold,c0bac81a,4,338,0,338,-23.4790," """
clean_legal_fold,c0bac81a,4,338,1,339,-20.3891,F
clean_legal_fold,c0bac81a,4,338,2,340,-12.8460,OLD
clean_legal_fold,60fe9303,13,345,-300,45,8.6909, valid
clean_legal_fold,60fe9303,13,345,-200,145,9.8371,d
clean_legal_fold,60fe9303,13,345,-100,245,1.6886,6
clean_legal_fold,60fe9303,13,345,-50,295,7.4495, that
clean_legal_fold,60fe9303,13,345,-20,325,7.0907, such
clean_legal_fold,60fe9303,13,345,-10,335,-2.6964, avoid
clean_legal_fold,60fe9303,13,345,-5,340,-4.3081,JSON
clean_legal_fold,60fe9303,13,345,-2,343,-9.5287,action
clean_legal_fold,60fe9303,13,345,-1,344,-10.3541,""":"
clean_legal_fold,60fe9303,13,345,0,345,-18.2831," """
clean_legal_fold,60fe9303,13,345,1,346,-20.1998,F
clean_legal_fold,60fe9303,13,345,2,347,-11.9493,OLD
clean_legal_fold,4a1a54b9,4,333,-300,33,13.8715,2
clean_legal_fold,4a1a54b9,4,333,-200,133,10.2255,9
clean_legal_fold,4a1a54b9,4,333,-100,233,2.1225,:
clean_legal_fold,4a1a54b9,4,333,-50,283,13.2767,h
clean_legal_fold,4a1a54b9,4,333,-20,313,10.7975, opponent
clean_legal_fold,4a1a54b9,4,333,-10,323,-8.4872, to
clean_legal_fold,4a1a54b9,4,333,-5,328,-4.3806,JSON
clean_legal_fold,4a1a54b9,4,333,-2,331,-12.9313,action
clean_legal_fold,4a1a54b9,4,333,-1,332,-12.5994,""":"
clean_legal_fold,4a1a54b9,4,333,0,333,-24.8254," """
clean_legal_fold,4a1a54b9,4,333,1,334,-19.0481,F
clean_legal_fold,4a1a54b9,4,333,2,335,-11.0295,OLD
clean_legal_fold,d4b66862,4,333,-300,33,13.8715,2
clean_legal_fold,d4b66862,4,333,-200,133,10.7200,6
clean_legal_fold,d4b66862,4,333,-100,233,4.9969, action
clean_legal_fold,d4b66862,4,333,-50,283,12.4027, strong
clean_legal_fold,d4b66862,4,333,-20,313,0.3144, to
clean_legal_fold,d4b66862,4,333,-10,323,-9.1035, to
clean_legal_fold,d4b66862,4,333,-5,328,-4.2162,JSON
clean_legal_fold,d4b66862,4,333,-2,331,-13.6428,action
clean_legal_fold,d4b66862,4,333,-1,332,-14.1362,""":"
clean_legal_fold,d4b66862,4,333,0,333,-27.2171," """
clean_legal_fold,d4b66862,4,333,1,334,-22.0159,F
clean_legal_fold,d4b66862,4,333,2,335,-11.7629,OLD
clean_legal_fold,864fd43a,4,327,-300,27,1.8635,:
clean_legal_fold,864fd43a,4,327,-200,127,4.4568,":
"
clean_legal_fold,864fd43a,4,327,-100,227,4.0869, reasoning
clean_legal_fold,864fd43a,4,327,-50,277,13.1330, My
clean_legal_fold,864fd43a,4,327,-20,307,14.8115, have
clean_legal_fold,864fd43a,4,327,-10,317,-3.0651, to
clean_legal_fold,864fd43a,4,327,-5,322,-4.0897,JSON
clean_legal_fold,864fd43a,4,327,-2,325,-10.3018,action
clean_legal_fold,864fd43a,4,327,-1,326,-9.1647,""":"
clean_legal_fold,864fd43a,4,327,0,327,-19.0293," """
clean_legal_fold,864fd43a,4,327,1,328,-16.1462,F
clean_legal_fold,864fd43a,4,327,2,329,-11.1319,OLD
clean_legal_fold,e73d1523,11,354,-300,54,3.1973," {"""
clean_legal_fold,e73d1523,11,354,-200,154,8.1034,-
clean_legal_fold,e73d1523,11,354,-100,254,1.3336,"""}"
clean_legal_fold,e73d1523,11,354,-50,304,15.9562, straight
clean_legal_fold,e73d1523,11,354,-20,334,7.1514, opponent
clean_legal_fold,e73d1523,11,354,-10,344,-3.6529, to
clean_legal_fold,e73d1523,11,354,-5,349,-4.7535,JSON
clean_legal_fold,e73d1523,11,354,-2,352,-12.3649,action
clean_legal_fold,e73d1523,11,354,-1,353,-12.2972,""":"
clean_legal_fold,e73d1523,11,354,0,354,-22.1396," """
clean_legal_fold,e73d1523,11,354,1,355,-15.1054,F
clean_legal_fold,e73d1523,11,354,2,356,-12.6814,OLD
clean_legal_fold,611d756f,4,339,-300,39,1.8605, write
clean_legal_fold,611d756f,4,339,-200,139,7.2734,-
clean_legal_fold,611d756f,4,339,-100,239,4.4696," {"""
clean_legal_fold,611d756f,4,339,-50,289,14.2962, board
clean_legal_fold,611d756f,4,339,-20,319,7.4748, opponent
clean_legal_fold,611d756f,4,339,-10,329,-7.6844, to
clean_legal_fold,611d756f,4,339,-5,334,-4.0092,JSON
clean_legal_fold,611d756f,4,339,-2,337,-13.0573,action
clean_legal_fold,611d756f,4,339,-1,338,-13.4955,""":"
clean_legal_fold,611d756f,4,339,0,339,-26.8113," """
clean_legal_fold,611d756f,4,339,1,340,-21.7428,F
clean_legal_fold,611d756f,4,339,2,341,-11.8840,OLD
clean_legal_fold,172c92f6,3,310,-300,10,7.5593,ze
clean_legal_fold,172c92f6,3,310,-200,110,1.8767,JSON
clean_legal_fold,172c92f6,3,310,-100,210,1.4558,6
clean_legal_fold,172c92f6,3,310,-50,260,7.2166, or
clean_legal_fold,172c92f6,3,310,-20,290,1.8579, pot
clean_legal_fold,172c92f6,3,310,-10,300,-7.7984, to
clean_legal_fold,172c92f6,3,310,-5,305,-4.3482,JSON
clean_legal_fold,172c92f6,3,310,-2,308,-12.0275,action
clean_legal_fold,172c92f6,3,310,-1,309,-13.4155,""":"
clean_legal_fold,172c92f6,3,310,0,310,-26.1014," """
clean_legal_fold,172c92f6,3,310,1,311,-19.4238,F
clean_legal_fold,172c92f6,3,310,2,312,-11.6123,OLD
clean_legal_fold,bcd488cc,4,343,-300,43,11.9128, by
clean_legal_fold,bcd488cc,4,343,-200,143,5.8747,c
clean_legal_fold,bcd488cc,4,343,-100,243,-3.2615,_CHO
clean_legal_fold,bcd488cc,4,343,-50,293,16.8745, straight
clean_legal_fold,bcd488cc,4,343,-20,323,7.8685, opponent
clean_legal_fold,bcd488cc,4,343,-10,333,-4.7419, to
clean_legal_fold,bcd488cc,4,343,-5,338,-4.5101,JSON
